4/1/2009 18:15	0
5/1/2009 18:15	0
6/1/2009 18:15	0
7/1/2009 18:15	0
8/1/2009 18:15	0
9/1/2009 18:15	0
10/1/2009 18:15	0
11/1/2009 18:15	0
12/1/2009 18:15	24
13/1/2009 18:15:05	10
14/01/2009 18:15:05	0
15/01/2009 18:15:05	414
16/01/2009 18:15:05	100
17/01/2009 18:15:05	100
18/01/2009 18:15:05	0
19/01/2009 18:15:05	150
20/01/2009 18:15:05	775
21/01/2009 18:15:05	500
22/01/2009 18:15:05	500
23/01/2009 18:15:05	150
24/01/2009 18:15:05	800
25/01/2009 18:15:05	50
26/01/2009 18:15:05	0
27/01/2009 18:15:05	1150
28/01/2009 18:15:05	0
29/01/2009 18:15:05	0
30/01/2009 18:15:05	600
31/01/2009 18:15:05	0
1/2/2009 18:15	1100
2/2/2009 18:15	0
3/2/2009 18:15	115
4/2/2009 18:15	38
5/2/2009 18:15	0
6/2/2009 18:15	0
7/2/2009 18:15	1150
8/2/2009 18:15	1000
9/2/2009 18:15	2200
10/2/2009 18:15	0
11/2/2009 18:15	350
12/2/2009 18:15	200
13/02/2009 18:15:05	0
14/02/2009 18:15:05	0
15/02/2009 18:15:05	900
16/02/2009 18:15:05	0
17/02/2009 18:15:05	1500
18/02/2009 18:15:05	0
19/02/2009 18:15:05	0
20/02/2009 18:15:05	800
21/02/2009 18:15:05	0
22/02/2009 18:15:05	1050
23/02/2009 18:15:05	0
24/02/2009 18:15:05	0
25/02/2009 18:15:05	0
26/02/2009 18:15:05	0
27/02/2009 18:15:05	0
28/02/2009 18:15:05	1800
1/3/2009 18:15	350
2/3/2009 18:15	0
3/3/2009 18:15	400
4/3/2009 18:15	0
5/3/2009 18:15	1200
6/3/2009 18:15	400
7/3/2009 18:15	0
8/3/2009 18:15	1550
9/3/2009 18:15	0
10/3/2009 18:15	0
11/3/2009 18:15	0
12/3/2009 18:15	150
13/03/2009 18:15:05	750
14/03/2009 18:15:05	0
15/03/2009 18:15:05	0
16/03/2009 18:15:05	2400
17/03/2009 18:15:05	0
18/03/2009 18:15:05	0
19/03/2009 18:15:05	700
20/03/2009 18:15:05	600
21/03/2009 18:15:05	0
22/03/2009 18:15:05	550
23/03/2009 18:15:05	0
24/03/2009 18:15:05	0
25/03/2009 18:15:05	0
26/03/2009 18:15:05	1400
27/03/2009 18:15:05	0
28/03/2009 18:15:05	1000
29/03/2009 18:15:05	0
30/03/2009 18:15:05	0
31/03/2009 18:15:05	1600
1/4/2009 18:15	0
2/4/2009 18:15	0
3/4/2009 18:15	0
4/4/2009 18:15	0
5/4/2009 18:15	0
6/4/2009 18:15	850
7/4/2009 18:15	0
8/4/2009 18:15	0
9/4/2009 18:15	0
10/4/2009 18:15	0
11/4/2009 18:15	350
12/4/2009 18:15	0
13/04/2009 18:15:05	960
14/04/2009 18:15:05	0
15/04/2009 18:15:05	0
16/04/2009 18:15:05	0
17/04/2009 18:15:05	0
18/04/2009 18:15:05	115
19/04/2009 18:15:05	450
20/04/2009 18:15:05	2250
21/04/2009 18:15:05	3500
22/04/2009 18:15:05	0
23/04/2009 18:15:05	0
24/04/2009 18:15:05	0
25/04/2009 18:15:05	0
26/04/2009 18:15:05	750
27/04/2009 18:15:05	0
28/04/2009 18:15:05	0
29/04/2009 18:15:05	0
30/04/2009 18:15:05	1000
1/5/2009 18:15	0
2/5/2009 18:15	0
